cpu,heap
0%,21761
1%,15014
1%,18690
7%,124504
5%,125188
3%,125198
3%,124971
5%,125041
1%,124797
3%,124917
3%,124957
3%,124993
3%,125025
2%,124852
2%,124674
4%,105243
