cpu,heap
0%,57720
2%,64322
0%,60620
5%,122886
2%,123166
2%,123358
1%,123146
4%,123187
3%,124433
3%,124449
4%,123928
4%,123898
2%,123866
4%,123886
2%,123846
3%,123894
