cpu,heap
0,83942
5,109491
3,90239 
0,37424 
0,33927 
0,33268 
0,103345 
6,95827 
0,93111 
0,41839 
1,40266 
0,40378 
0,40383 
0,102726
3,124793 
1,90794 
0,37958 
1,36596 
0,36708 
