cpu,heap
1,82274
1,85464
2,85480
1,85698
0,85713
2,85793
1,85989
1,85981
1,86343
0,87180
1,87787
45,91399
0,96667
0,94196
0,94244
2,93990
1,94259
0,94255
1,94385
1,94430
1,94288
1,94157
0,94152
0,94333
38,76071
0,98769
0,84626
0,84654
2,84599
0,84792
1,84748
0,84749
1,84990
2,85182
0,85030
3,86716
0,86661
16,96846
11,96030
