cpu,heap
0,161471
0,125545
0,79326
1,35483
0,16825
0,16226
0,16333
0,16142
0,16202
0,146888
0,149949
2,120637
0,107995
1,32351
0,14001
0,13368
0,13468
0,13368
0,147049
0,150277
0,119588
0,87761
1,92280
0,32508
0,13724
0,13821
0,13721
0,13838
