cpu,heap
0,71201
0,71172
0,71031
0,70970
0,70930
0,70966
0,68867
0,71038
0,64598
0,64444
0,64383
0,64403
0,69962
0,74539
0,71425
0,71419 
0,71415 
0,71419 
