cpu,heap
0,136416
2,123488
0,111180
1,34882
0,16495
0,15782
0,15898
0,15697
0,138341
0,123585
0,79143
1,34894
0,16362
0,15868
0,15965
0,15869
0,15965
0,15869
0,138489
0,107647
0,90312
1,73447
0,34494
0,15786
0,15882
0,15786
0,15882
0,15709
