cpu,heap
0,91923
1,92011
1,91856
1,92094
0,92042
1,91783
1,91947
1,91850
1,91630
0,91685
0,91734
28,113195
0,96258
0,80938
1,84089
3,84024
1,84355
0,84362
2,84209
1,84507
0,84773
1,84769
0,84692
1,85623
34,93694
1,95851
1,94647
0,94158
1,93689
1,93725
1,93781
1,93538
1,93582
1,93467
1,93418
0,93278
0,93366
25,107625
3,98091
0,97999
