cpu,heap
0,16479
2,14395
3,19831
8,120190
2,120292
3,120374
3,119719
3,119775
2,119810
3,119903
3,119935
3,119939
1,119731
0,61644
0,61709
5,65753
4,126596
1,124117
1,124117
1,124047
1,124131
0,124086
0,124118
1,124090
1,124035
0,123842
1,123814
1,123810
0,63079
4,66808
2,63259
5,123657
4,123656
3,123512
4,123680
3,123484
3,123440
3,123436
3,123369
2,123581
3,123529
4,123577
