cpu,heap
0,65184
0,69886
0,66835
0,66851
0,66855
0,66871
0,66855
0,65169
0,69846
0,66762
0,66778
0,66762
0,66778
0,67361
0,67489
0,67299
0,67323
0,67299
0,67323
