cpu,heap
11,138354 
3,109518 
0,36090 
0,35130 
0,35242 
0,35290 
11,129868
4,106947 
0,33078 
1,32074 
0,32070 
0,32118 
10,129527
6,109001 
0,35997 
1,35093 
0,35201 
0,35216 
1,78140 
8,90178 
10,112180
1,37021 
0,35997 
1,35145 
0,35257 
1,87007 
7,73408 
12,127990
4,40921 
0,34775 
0,31818 
0,31929 
1,109145 
6,92689 
7,113809 
0,38276 
1,35860 
0,32708 
0,32344 
