cpu,heap
19,136702 
0,53347 
0,49343 
0,49451 
0,49499 
0,49459 
18,159388
4,55004
0,50704
1,49472
0,49580
0,49336
12,79467
0,51095 
1,49443 
0,49547 
0,49599 
0,49559 
1,119357
6,121083
12,91607
19,158592
0,41058 
1,38491 
1,123967
15,168429
2,54173 
1,49180 
0,49174 
0,49227 
3,96910 
12,107584
16,166704
3,53888 
0,45427 
0,39898 
