app,apktool_d,dex2jar,zip,bcel,dx,apktool_a,jarsigner
com.playsimple.roomtemperature,0.48,2.70,1.86,0.39,6.27,1.00,0.71
com.pnsdigital.weather.kprc,0.48,5.56,5.13,6.89,15.30,1.70,1.12
com.pnsdigital.weather.ksat,0.48,6.18,4.90,7.10,30.08,1.83,1.14
com.pnsdigital.weather.wdiv,0.47,7.87,4.93,7.05,14.75,1.64,1.12
com.pnsdigital.weather.wjxt,0.46,5.36,4.93,6.93,15.24,1.67,1.12
com.pnsdigital.weather.wkmg,0.46,5.92,4.94,6.86,15.29,1.69,1.13
com.practicalapps.wallpaper.weather,0.25, 12.20,1.35,3.99,5.35,0.78,0.49
com.predictwind.mobile.android,1.15,4.02,2.74,4.40,10.29,1.51,1.07
com.readonly.snowfox,0.23,0.95,0.05,0.68,3.51,0.50,0.31
com.realtree.rtbsapp,0.45,1.91,0.92,2.01,17.29,0.89,0.56
com.redTools.osb,0.45, 9.23,2.02,0.14,40.19,1.65,1.04
com.rickrodin.noaaalerts,0.31,2.13,1.12,0.89,4.28,0.67,0.42
com.saltwatertides.mobileapp,0.60,4.23,2.93,1.44,12.23,2.30,1.64
com.scoutlook.fishing.free,0.41,3.61,1.94,1.51,6.98,0.96,0.68
com.scoutlook.hunting,0.41,2.99,1.98,1.62,6.97,0.98,0.64
com.sharpsol.digitalvalley.weather.widget,0.63,5.84,4.44,2.71,14.07,1.99,1.34
com.sherpaoutdoorapp.noaaweatherbuoys,0.32,2.07,0.35,0.71,8.09,0.94,0.60
com.silverwraith.tornadowatch,0.28,3.82,1.83,0.72,10.70,0.97,0.67
com.skymotion.skymotion,0.77,8.39,8.84,8.35,23.75,2.79,1.73
com.smartblanket.activities,0.70,7.82,8.02,3.31,20.55,2.69,1.62
com.sparetheair.android,0.57,3.65,2.82,6.25,7.82,1.28,0.86
com.speedymarks.android.temperatureFree,0.23,0.42,0.01,0.15,2.43,0.50,0.29
com.speedymarks.android.windfree,0.24,0.50,0.01,0.17,2.39,0.49,0.28
com.spindance.aculink,0.39,2.02,0.93,1.36,4.22,0.82,0.53
com.stoyanov.dev.android.moon,0.60,4.35,3.65,0.49,12.74,1.56,1.02
com.studioeleven.windfinder,0.90,5.00,2.73,4.24,11.46,1.88,1.16
com.surfline.android,0.40,2.49,0.98,1.05,5.21,0.83,0.55
com.tempestweatherradar,0.62,5.74,5.72,3.24,16.15,2.14,1.32
com.tennumbers.animatedwidgetsfree,0.65,4.95,4.02,2.53,13.45,1.64,1.12
com.tinacinc.auroraforecast,0.58,6.63,7.90,8.16,17.40,2.24,1.37
com.tju.android.worldwebcams,0.67,3.42,2.44,1.91,7.30,1.36,0.89
com.tomfusion.tf_weather,0.86,2.44,0.60,1.67,21.81,1.62,0.97
com.tregware.radar,0.41,5.92,6.47,0.95,16.50,1.57,1.03
com.tsf.shell.widget.weather,0.33,0.75,0.15,1.04,2.70,0.59,0.37
com.tuttle.wx,0.93,4.94,4.08,7.38,13.91,2.35,1.37
com.tvalabama.android.weather,0.99,9.09,11.65,7.84,25.58,3.77,1.99
com.universalpictures.dm2widget,1.02,1.24,0.47,1.47,2.94,1.32,1.16
com.universetoday.moon.free,0.74,2.82,2.10,3.34,6.19,1.38,1.11
com.urbandroid.wclock,0.52,2.34,1.38,2.62,5.49,1.02,0.69
com.usnaviguide.radar_now,0.67,11.64,8.00,5.13,36.22,2.00,1.25
com.usnaviguide.radar_now_classic4,0.77,7.11,2.81,3.40,17.02,1.79,1.17
com.usnaviguide.radarnow2,0.90,7.18,3.00,4.53,20.72,2.12,1.38
com.versobit.weatherdoge,0.92,7.49,2.74,0.93,22.16,2.26,1.20
com.vimov.weatherhd.android.free,1.28,2.31,0.41,1.46,4.79,1.94,1.52
com.voyagegames.weatherroute,0.98,3.87,0.85,1.50,13.41,1.36,0.95
com.vvse.lunasolcal,1.49,8.97,3.75,5.12,23.70,6.42,4.14
com.vvse.lunasolcalwidgets,0.76,1.49,0.11,1.37,3.70,0.96,0.65
com.wafb.android.weather,1.69,10.23,4.76,6.52,30.80,3.74,2.26
com.waff.android.weather,1.56,10.63,4.43,6.45,33.09,3.68,2.17
com.waga.android.weather,1.62,10.54,4.39,6.44,28.55,3.65,2.27
com.walb.android.weather,1.60,10.85,4.63,6.76,30.85,4.69,2.20
com.waow.android.weather,1.87,13.51,5.36,7.98,30.00,3.35,1.90
com.wate.weather,1.50,5.28,1.67,5.05,16.31,2.34,1.40
com.wave.android.weather,1.32,9.39,4.32,6.27,27.40,3.42,1.92
com.wavy.android.weather,1.31,10.78,4.75,4.60,48.31,3.82,2.21
com.wbal.android.weather,1.18,9.90,8.43,4.59,43.36,4.04,2.20
com.wbir.android.weather,1.32,10.15,5.51,8.36,28.76,3.42,1.95
com.wboc.android.weather,1.27,10.16,5.55,8.09,41.83,3.45,1.93
com.wbrc.android.weather,1.26,10.16,5.38,7.58,28.56,3.39,1.89
com.wbrz.android.weather,1.28,9.91,5.56,7.17,28.08,3.35,1.90
com.wbtv.android.weather,1.28,9.86,5.45,8.32,28.23,3.42,1.90
com.wcau.android.weather,1.30,9.95,5.57,8.03,27.60,3.37,1.87
com.wcbs.android.weather,1.33,10.45,6.30,5.32,29.74,3.99,2.18
com.wcco.android.weather,1.29,10.06,6.13,5.42,28.66,3.90,2.19
com.wCityWeatherGadget,0.60,3.69,1.34,1.93,14.01,1.42,0.80
com.wcmh.wx,1.40,4.45,2.14,5.93,14.88,2.33,1.31
com.wcsc.android.weather,1.31,8.63,5.69,8.14,30.78,3.59,1.93
com.wcvb.android.weather,1.41,10.21,6.19,5.79,31.90,3.92,2.19
com.wcyb.android.weather,1.29,10.27,5.57,7.89,27.44,3.39,1.90
com.wdam.android.weather,1.27,10.16,5.77,6.92,28.11,3.54,1.91
com.wdbj.android.weather,1.37,9.57,5.58,8.03,28.51,3.36,1.87
com.wdrb.android.weather,1.31,9.65,5.54,8.03,26.48,3.75,1.83
com.wdsu.android.weather,1.03,10.27,4.48,5.00,30.70,3.63,2.15
com.wdtinc.android.FOX2Weather,1.01,8.96,9.69,10.30,23.87,3.51,2.02
com.wdtinc.android.FOX8Weather,1.01,9.74,9.56,10.29,25.11,4.23,2.00
com.wdtinc.android.KFOR,1.04,9.52,9.41,10.11,25.06,3.47,2.03
com.wdtinc.android.KOTV,1.04,9.61,9.68,10.10,25.51,4.04,2.01
com.wdtinc.android.KSTUWX,0.97,10.06,9.32,10.05,30.57,3.55,2.02
com.wdtinc.android.KWTV,1.01,10.30,9.34,9.95,26.19,4.15,1.96
com.wdtinc.android.LiveWeather,0.98,9.36,9.41,10.05,25.49,3.57,1.98
com.wdtinc.android.MKEWeather,1.03,9.53,8.13,10.34,26.37,3.61,1.99
com.wdtinc.android.WHNTWX,0.99,9.80,9.38,10.00,26.51,3.50,1.97
com.wdtinc.android.WNEPWeather,1.02,9.61,9.44,10.26,25.34,3.53,1.97
com.wdtinc.android.WREGXW,1.01,9.92,9.27,10.04,43.33,3.58,2.04
com.wdtn.android.weather,0.99,9.29,11.02,4.91,25.31,3.59,2.14
com.wear.android.weather,0.91,9.41,9.78,6.89,22.14,2.83,1.87
com.weather.foxsolutions,0.68,1.80,0.35,1.08,4.21,1.13,0.86
com.weather.Weather,1.61,11.37,13.37,16.59,50.86,4.66,2.69
com.weatherflow.radar,0.31,1.78,0.55,1.82,3.41,0.63,0.40
com.weathertap.www,0.56,5.90,5.62,1.14,16.58,1.75,1.17
com.weathertripper,0.30,1.39,0.41,0.50,3.44,0.62,0.40
com.wect.android.weather,0.97,8.64,8.83,6.76,23.79,3.06,1.85
com.weht.android.weather,0.90,8.56,9.67,6.94,37.53,3.04,1.89
com.wesh.android.weather,1.03,9.08,10.64,4.64,42.29,3.78,2.23
com.wfie.android.weather,0.95,8.66,9.69,6.83,22.57,2.81,1.85
com.wfila.android.weather,0.97,8.79,10.19,7.40,23.80,3.18,1.95
com.wfld.android.weather,0.93,9.08,10.62,7.28,26.94,3.27,2.03
com.wfmy.android.weather,0.98,9.29,10.98,7.44,25.17,3.49,1.98
com.wfmz.android.weather,1.04,9.02,11.09,7.49,22.98,3.32,1.99
com.wgem.android.weather,0.93,9.42,11.24,7.27,23.00,3.23,1.97
com.wgn.android.weather,1.01,9.16,11.08,7.54,23.53,3.45,1.98
com.wgrz.android.weather,0.98,9.42,11.10,7.54,24.92,3.30,2.01
com.wham.android.weather,1.00,9.13,10.93,7.43,39.24,3.23,2.00
com.whbq.android.weather,0.98,9.39,10.63,7.44,23.46,2.97,1.98
com.wiat.android.weather,1.00,9.55,12.39,5.15,26.42,3.90,2.29
com.windalert.android,0.84,6.75,6.93,5.69,17.22,2.32,1.56
com.windalert.android.fishweather,0.85,6.52,6.64,5.83,16.48,2.53,1.55
com.windalert.android.sailflow,0.95,6.82,6.65,5.61,18.49,2.55,1.56
com.windchillwidget,0.22,0.51,0.05,0.37,2.50,0.45,0.27
com.wink.android.weather,0.95,9.26,11.04,7.41,25.99,3.27,2.01
com.wivb.android.weather,1.02,9.63,11.94,5.39,25.50,3.84,2.32
com.wjbk.android.weather,0.94,9.03,11.09,7.33,23.96,3.42,1.98
com.wjz.android.weather,1.02,9.79,13.36,5.50,26.19,3.60,2.10
com.wkaq.android.weather,0.90,8.96,10.07,6.89,22.91,3.24,1.83
com.wkbn.android.weather,1.01,9.11,10.95,4.94,26.13,3.59,2.13
com.wkjt.storm.pins,0.71,7.69,6.70,14.50,21.29,2.53,1.42
com.wkow.android.weather,0.87,8.11,9.68,6.83,22.78,3.02,1.89
com.wkrc.android.weather,0.91,8.64,9.69,6.79,21.71,3.03,1.83
com.wkrg.android.weather,0.88,8.78,9.75,6.84,39.30,3.06,1.85
com.wkyc.android.weather,0.93,8.87,9.70,6.74,38.54,3.00,1.89
com.wkyt.android.weather,0.96,8.73,9.67,7.05,23.19,3.02,1.86
com.wlbt.android.weather,0.91,8.73,9.71,6.88,24.90,3.21,1.90
com.wlex.android.weather,1.02,8.71,9.72,6.78,25.96,3.02,1.90
com.wlio.android.weather,1.01,9.04,9.72,6.84,21.27,2.99,1.84
com.wlky.android.weather,0.98,9.25,10.95,4.90,25.57,3.70,2.18
com.wlos.android.weather,0.93,9.12,9.74,6.90,39.32,3.17,1.86
com.wlox.android.weather,0.95,9.07,9.69,6.84,21.82,2.81,1.88
com.wltx.android.weather,0.91,8.77,9.67,6.74,22.34,3.02,1.84
com.wlwt.android.weather,0.96,9.08,10.85,4.89,25.73,3.57,2.14
com.wmaq.android.weather,0.88,9.17,9.71,6.71,39.59,3.10,1.84
com.wmc.android.weather,0.88,9.14,9.68,6.94,22.30,3.14,1.88
com.wnbc.android.weather,0.91,8.79,9.67,7.04,22.92,3.02,1.86
com.wofl.android.weather,0.88,8.72,9.80,6.73,39.40,3.17,1.89
com.woio.android.weather,0.96,9.16,9.71,6.69,22.88,2.78,1.85
com.wood.android.weather,0.97,9.35,10.88,4.90,24.53,3.58,2.14
com.wpsd.android.weather,0.88,9.30,9.65,6.83,21.83,3.01,1.85
com.wptz.android.weather,0.99,9.00,11.02,4.74,42.69,3.59,2.16
com.wrc.android.weather,0.98,9.25,9.59,6.79,23.50,3.04,1.90
com.wrcb.android.weather,0.87,9.00,9.68,7.04,23.89,3.02,1.88
com.wsaz.android.weather,0.96,8.78,9.76,6.94,22.31,3.20,1.85
com.wsbt.android.weather,0.94,9.09,9.63,7.08,23.37,3.11,1.87
com.wsfa.android.weather,1.03,9.21,9.90,6.99,23.69,3.04,1.87
com.wsi.android.intellicast,1.14,8.94,9.51,4.90,22.67,3.64,2.20
com.wsjv.android.weather,1.01,8.98,9.83,6.70,22.59,3.04,1.92
com.wsls.android.weather,0.89,8.51,9.73,6.78,24.11,3.06,1.82
com.wsmv.android.weather,0.94,9.57,10.56,4.99,25.37,3.67,2.12
com.wspa.android.weather,0.95,9.04,9.67,6.79,22.25,3.02,1.86
com.wsyx.android.weather,0.98,9.00,9.81,6.80,23.27,3.02,1.86
com.wtae.android.weather,1.01,9.09,11.01,4.80,24.74,3.58,2.15
com.wTheWeatherChannelAustralia,0.24,0.89,0.17,0.92,2.72,0.56,0.32
com.wthi.android.weather,1.05,9.66,10.86,4.90,26.14,3.56,2.14
com.wtlv.android.weather,0.87,9.20,9.67,7.39,32.84,3.42,1.90
com.wtnh.android.weather,1.35,10.61,4.78,4.91,32.19,3.92,2.21
com.wtoc.android.weather,1.30,10.59,4.21,5.67,27.51,3.46,1.89
com.wtol.android.weather,1.30,10.38,4.22,6.69,30.22,3.33,1.89
com.wttg.android.weather,1.26,10.11,4.27,6.79,28.24,3.37,1.91
com.wtva.android.weather,1.38,10.32,5.78,8.03,29.14,3.51,1.92
com.wtvc.android.weather,1.49,10.11,4.23,6.99,26.67,3.31,1.92
com.wtvg.abc13radar,0.98,3.26,0.97,3.40,9.03,1.76,1.05
com.wtvm.android.weather,1.29,9.19,4.30,6.53,27.42,3.49,1.97
com.wtvt.android.weather,1.34,10.63,4.72,4.73,34.03,4.62,2.56
com.wunderground.android.weather,4.12,11.07,4.94,2.66,33.49,9.48,4.66
com.wunderground.android.wundermap,2.62,8.37,3.46,1.68,24.80,5.39,2.88
com.wusa.android.weather,1.58,10.67,4.66,6.53,29.52,3.60,2.17
com.wvit.android.weather,1.59,10.98,4.40,6.52,43.65,4.09,2.18
com.wvue.android.weather,1.62,10.62,4.32,6.71,26.81,3.88,2.17
com.wvva.android.weather,1.57,10.65,4.36,6.06,29.71,3.71,2.21
com.wwbt.android.weather,1.52,10.99,4.47,6.55,29.43,3.61,2.19
com.wWeatherUndergroundMobileWeather,0.54,1.32,0.13,1.17,3.44,0.76,0.51
com.wwlp.android.weather,1.67,11.11,4.83,4.52,30.05,4.74,2.52
com.wwtv.android.weather,1.54,12.81,4.33,6.23,28.41,3.54,2.16
com.wxia.android.weather,1.65,11.03,3.77,4.98,41.44,3.71,2.29
com.wxii.android.weather,1.61,11.15,5.02,4.54,45.99,4.13,2.54
com.wxix.android.weather,1.63,10.81,4.37,6.36,28.62,3.61,2.18
com.wyff.android.weather,1.61,11.39,5.00,4.92,31.16,4.19,2.60
com.wzzm.android.weather,1.59,10.85,4.36,6.57,29.21,3.65,2.28
com.xav.wn,1.48,9.75,3.83,4.14,25.96,3.54,2.01
com.xiaad.android.thermometertrial,2.08, 11.16,4.37,9.38,30.13,4.90,2.68
com.yahoo.mobile.client.android.weather,2.34,7.85,2.95,6.94,17.86,3.96,2.53
com.youngmedia.klfy,1.61,5.87,1.75,5.30,17.91,2.56,1.60
com.youngmedia.kwqc,1.15,3.53,1.03,3.50,8.18,1.77,1.23
com.youngmedia.wkrn,1.53,5.44,1.75,5.45,16.61,2.61,1.62
com.youngmedia.wlns,0.86,3.51,0.84,3.33,19.40,1.76,0.94
com.zt.android.nationalweatherservice,0.49,2.09,0.28,0.27,4.23,0.80,0.44
cz.ursimon.webkamery,1.46,9.88,4.25,3.68,39.64,3.79,2.30
de.mdiener.rain,1.32,8.70,3.20,5.51,24.16,2.73,1.64
de.mdiener.rain.usa,1.28,10.04,3.91,6.42,25.91,3.29,1.65
de.wetteronline.wettermaps,1.67,7.66,1.89,3.40,17.25,2.08,1.26
disasterAlert.PDC,0.96,4.71,1.76,5.07,13.75,1.87,1.09
es.eltiempo.weatherapp,2.07,2.75,0.32,1.75,11.19,1.56,1.36
factory.widgets.bubbledigitalweatherclock,0.61,3.34,1.64,1.16,23.54,1.36,0.78
factory.widgets.FlipClockxTheme,0.52,3.59,1.58,1.21,11.56,1.13,0.75
factory.widgets.footballweatherclock,0.49,3.67,1.70,1.20,11.29,1.13,0.77
factory.widgets.HoneycombDigitalWeatherClock,0.51,3.69,1.67,1.16,23.95,1.10,0.78
factory.widgets.MIUIDigitalClock,0.51,3.74,1.62,1.08,10.72,1.09,0.75
factory.widgets.SenseAnalogGlass,0.52,3.46,1.60,1.06,10.94,1.14,0.79
factory.widgets.SenseAnalogThin,0.45,3.47,1.51,0.93,10.70,1.05,0.71
factory.widgets.SenseClock,0.51,3.51,1.53,1.05,23.59,1.59,1.39
factory.widgets.SenseClock24,0.97,5.46,1.67,1.43,18.60,1.77,0.92
factory.widgets.SenseClockDark,0.88,4.63,1.23,1.33,18.38,1.64,0.85
factory.widgets.SmokedGlassDigitalWeatherClock,0.84,3.50,0.75,1.26,19.02,2.97,1.42
factory.widgets.SmokedGlassDigitalWeatherClockSmall,1.12,6.36,1.41,2.29,15.07,1.60,0.89
factory.widgets.ThreeDDigitalWeatherClock,0.98,3.73,0.79,1.24,14.11,1.62,0.97
gov.ga.readyga,1.30,8.34,3.13,8.38,21.27,7.36,4.71
gov.nasa.gsfc.iswa.NASASpaceWeather,0.74,2.18,0.50,0.57,4.18,0.85,0.53
home.solo.plugin.weather,0.55,2.12,0.30,2.09,4.81,0.96,0.64
jp.gr.java_conf.hanitaro.tide,0.74,6.06,1.80,1.31,16.54,1.88,1.15
kukurin.WorldScope,1.39, 7.47,3.04,9.58,28.45,3.36,1.84
local.weather.forecast.pro,0.73,5.66,2.14,3.21,18.42,1.99,1.24
md.apps.Blizzard,0.74,2.79,0.66,3.33,7.34,1.37,0.85
me.kevinwells.darxen,0.93,3.31,0.81,2.72,7.91,1.83,1.11
me.tidesnear.free,1.84,3.38,0.75,2.77,13.95,2.08,1.55
mobaciao.Cloud2,0.57,3.13,0.69,0.86,6.69,1.02,0.66
mobi.byss.instaweather.watchface,0.81,6.73,2.32,1.03,31.48,1.79,1.18
mobi.infolife.cwwidget,0.44,2.74,0.91,0.92,7.19,1.01,0.59
mobi.infolife.ezweather,1.39,5.25,2.22,7.76,17.31,3.04,1.55
mobi.infolife.ezweather.black,0.41,2.26,0.42,0.84,5.17,0.89,0.56
mobi.infolife.ezweather.ds.forecast,0.88,2.99,0.55,2.27,7.19,1.20,0.68
mobi.infolife.ezweather.ds.openweathermap,0.50,1.88,0.32,0.75,3.80,0.88,0.44
mobi.infolife.ezweather.iconset.googlenow,0.58,2.63,0.49,1.03,5.42,1.07,0.51
mobi.infolife.ezweather.iconset.solar,0.53,2.54,0.48,0.96,4.99,0.94,0.56
mobi.infolife.ezweather.iconset.space,0.57,2.76,0.66,0.99,5.66,1.04,0.52
mobi.infolife.ezweather.widget.black,0.72,3.74,0.78,1.02,8.32,1.21,0.73
mobi.infolife.ezweather.widget.blackglass,0.55,3.67,0.79,0.78,7.60,1.25,0.80
mobi.infolife.ezweather.widget.blueline,0.50,3.55,0.69,0.82,7.58,1.21,0.74
mobi.infolife.ezweather.widget.bubble,0.70,4.04,0.92,0.76,7.54,1.24,0.75
mobi.infolife.ezweather.widget.elegance,0.61,2.69,0.52,1.04,5.52,1.12,0.58
mobi.infolife.ezweather.widget.glass,0.60,3.83,0.75,1.05,8.28,1.24,0.71
mobi.infolife.ezweather.widget.googlenow,0.66,3.26,0.76,0.90,7.92,1.32,0.80
mobi.infolife.ezweather.widget.googlenow.forecast,0.72,3.99,0.85,1.12,8.78,1.22,0.72
mobi.infolife.ezweather.widget.greenglass,0.68,3.35,0.72,0.80,7.61,1.23,0.76
mobi.infolife.ezweather.widget.japanstyle,0.58,3.59,0.83,0.76,8.28,1.26,0.73
mobi.infolife.ezweather.widget.moto360,0.58,3.51,0.73,0.81,7.64,1.30,0.74
mobi.infolife.ezweather.widget.oblique,0.65,3.84,0.70,0.82,7.42,1.19,0.74
mobi.infolife.ezweather.widget.oxygen,0.62,3.60,0.81,0.87,7.01,1.24,0.77
mobi.infolife.ezweather.widget.photos,0.61,4.01,0.93,1.09,7.35,1.24,0.77
mobi.infolife.ezweather.widget.sense3style,0.70,3.82,0.85,1.02,7.35,1.20,0.80
mobi.infolife.ezweather.widget.snowofchristmas,0.69,3.92,0.95,1.11,7.44,1.27,0.75
mobi.infolife.ezweather.widget.symmetry,0.59,3.85,0.88,1.08,8.65,1.23,0.72
mobi.infolife.ezweather.widget.thanksgivingday,0.60,3.73,0.90,0.82,8.25,1.34,0.71
mobi.infolife.ezweather.widget.whiteline,0.57,3.39,0.67,0.88,7.92,1.20,0.76
mobi.infolife.weatheralert,0.99,2.70,0.68,2.21,7.15,1.37,0.88
mobi.net.grumpyweather,0.81,2.39,0.46,1.10,4.71,1.18,0.83
mx.meteored.aplicacion,1.31,9.37,4.00,3.40,29.34,3.40,1.69
net.veierland.aix,0.32,1.20,0.09,1.23,3.47,0.79,0.41
org.autosciencetech.airquality,0.49,2.82,0.54,0.67,5.61,0.94,0.59
org.bbxm.pogodynka,0.63,2.69,0.22,0.70,9.43,0.82,0.57
org.blitzortung.android.app,0.25,1.11,0.26,0.14,2.95,0.50,0.30
org.me.weatheralarm,0.25,2.03,0.39,0.75,8.29,0.73,0.48
org.mesonet.app,0.64,5.70,5.04,2.66,16.75,1.90,1.21
org.satok.gweather,0.59,6.16,2.16,7.87,15.50,2.14,1.23
pandamonium.noaaweather,0.43,6.10,5.94,1.84,17.31,1.63,1.03
pl.baggus.barometr,0.41,2.85,1.54,1.53,6.22,0.89,0.56
room.temperature.thermometer,0.42,4.95,4.42,0.70,13.49,1.35,0.93
slo.lesnik,0.28,2.76,0.85,0.65,5.98,0.76,0.52
slo.matto.weather.usa,0.35,3.44,1.64,0.68,6.77,0.93,0.61
sw.tytdroid,0.75,7.26,5.82,13.85,15.41,2.14,1.29
weather.widget.forecast,0.59,5.01,4.18,1.96,14.58,1.80,1.09
widget.weather.forecast,0.45,4.57,3.51,2.26,12.21,1.28,0.84
worldweather.clock.geniuscloud,0.54,2.03,0.78,2.36,4.33,1.01,0.68
yo.app.free,1.88,9.95,10.86,10.86,29.93,5.47,3.44
yong.desk.weather.google,0.36,2.31,0.64,1.25,8.98,0.93,0.69
