app,apktool_d,dex2jar,zip,bcel,dx,apktool_a,jarsigner
com.tinder,2.61,12.84,6.14,7.92,85.04,6.22,3.85
com.tma.frontflip,1.36,7.73,5.68,5.75,17.07,2.96,1.70
com.tmsoft.whitenoise.baby,1.23,8.06,3.89,8.04,22.65,3.29,1.77
com.tmw.pfma,1.15,2.62,0.68,1.51,6.23,2.39,1.64
com.tools.musicmaniaapp,0.89,5.28,1.58,2.90,14.95,1.86,1.09
com.toyota.towners,1.31,6.34,2.18,8.44,19.57,6.53,4.03
com.trulia.android,1.50,8.42,5.42,6.35,35.44,4.04,2.27
com.trulia.android.rentals,1.62,9.25,3.37,6.68,26.18,3.54,2.03
com.tweakersoft.aroundme,1.05,11.30,5.84,10.65,48.15,4.39,2.74
com.tweddle.toyota.entune,0.80,6.61,7.64,14.90,16.39,2.37,1.58
com.ubivelox.hkmc.tm2.ics,0.78,2.17,1.21,3.95,16.90,1.64,1.06
com.ulta,0.86,9.92,11.72,12.45,26.80,3.29,1.99
com.usablenet.shophq,0.35,2.60,1.66,5.75,17.44,0.82,0.53
com.usamp.mobile,0.89,10.14,14.78,15.13,26.15,3.32,2.04
com.ust.sheetzretapp,0.60,5.15,4.32,4.54,10.90,2.29,1.52
com.valueapps.utilities.speedometer,0.39,6.60,8.34,4.25,17.38,1.71,1.10
com.verizon.familybase.parent,0.60,5.59,5.93,17.00,14.08,1.75,1.22
com.viber.guide,0.37,5.26,5.79,0.53,14.22,1.38,0.90
com.viiga.giftcard,0.85,3.45,2.88,9.25,9.23,5.74,3.74
com.vinted,1.45,9.25,11.98,24.95,25.67,4.01,2.46
com.vivint.vivintsky,1.31,9.75,11.89,19.71,20.07,3.75,2.70
com.vladtv.app,0.47,3.07,2.60,3.81,20.13,1.10,0.74
com.vp.alarmClockPlusDock,0.79, 8.98,11.30,8.04,22.75,2.86,1.83
com.walkscore.neighborhoods,0.53,7.23,8.83,5.80,19.01,2.04,1.34
com.warting.blogg.wis_mobile_dot_k_com,0.29,1.31,0.46,0.91,3.28,0.63,0.37
com.Watermark.Photo.Editor.Pro,0.54,5.23,5.96,0.80,29.18,2.07,1.35
com.wavemarket.finder.mobile,0.72,6.54,9.22,14.30,15.99,2.27,1.51
com.wendys.app,0.71,3.03,1.82,4.14,19.68,1.46,1.00
com.wendys.nutritiontool,0.78,2.84,1.62,4.99,6.75,1.51,1.01
com.whats.up,0.93, 9.46,10.41,14.75,49.01,3.07,1.91
com.wheelsON,0.72,2.83,2.35,4.25,6.52,1.55,1.12
com.where2get.android.app,0.92,7.94,7.10,13.71,21.21,3.18,1.96
com.WinnersCircle,0.85,8.51,8.30,20.56,22.55,2.14,1.48
com.Write.Pictures.App,0.53,5.72,4.59,0.64,13.57,1.97,1.34
com.wurzelkraut.Stash2Go,0.55,9.35,8.42,7.39,23.01,2.12,1.42
com.xogrp.lookbook,1.21,9.92,13.97,19.70,38.17,6.59,4.03
com.xogrp.planner,0.90,8.54,10.13,13.00,21.04,2.95,1.98
com.yalantis.gallery,0.47,7.33,7.51,7.36,19.10,1.93,1.32
com.yemenfon.mini,0.48,3.02,1.43,1.63,22.85,1.09,0.78
com.yooiistudios.morningkit,2.34,9.68,12.73,14.12,29.87,5.00,3.29
com.yum.pizzahut,0.83,8.30,10.99,8.90,21.79,2.71,1.77
com.yummly.android,1.27,8.82,10.01,4.40,21.55,4.40,2.62
com.ywqc.picbeauty,0.36,2.58,1.61,1.50,9.91,1.27,0.84
com.zalebox.wall.decorating.ideas.s1,0.35,1.13,0.33,0.56,3.04,0.65,0.45
com.zillow.android.streeteasy,0.89,9.62,11.62,2.45,24.99,3.45,2.15
com.zillow.android.zillowmap,1.44,10.30,11.07,13.99,26.10,4.25,2.60
com.zwigglers.android.horoscopes,0.70,5.40,5.98,3.40,15.34,1.77,1.18
cps.mmxi.magnifier,0.33,2.80,1.67,0.46,10.37,0.88,0.59
cz.rosada.ks,0.23,0.49,0.05,0.46,2.45,0.50,0.31
de.leihwelt.android.daysleft,0.87,1.92,0.72,2.34,3.96,0.96,0.72
de.socialsweethearts.merrychristmas,1.24,10.06,14.55,17.52,26.29,5.36,3.26
dk.boggie.madplan.android,1.29, 6.34,6.88,9.94,17.72,2.22,1.51
dk.mvainformatics.android.babymonitor,0.30,0.94,0.28,0.15,2.97,0.62,0.38
dk.mymovies.mymoviesforandroidfree,1.02,7.56,9.31,14.41,16.20,2.77,1.76
droidconsulting.smarthairstylead,0.51,3.63,3.14,0.55,10.37,1.26,0.89
droom.sleepIfUCan,0.82, 6.18,5.77,9.36,16.25,3.17,1.99
es.roid.and.trovit,1.23,10.46,15.80,7.81,37.50,3.28,2.32
fieldbird.yourself,0.50,1.57,0.24,0.83,16.66,0.64,0.50
flash.alerts.phonecall.sms,0.58,5.83,7.23,0.59,16.38,1.77,1.21
fr.cookbook,0.83, 8.51,9.51,21.10,23.46,2.71,1.76
fr.telemaque.horoscope,0.95,5.92,6.63,8.53,31.12,2.70,1.58
horoscope.l4,0.53,4.52,3.78,2.55,12.55,1.56,1.09
hu.distinction.cflow,0.99,3.46,3.55,5.23,8.31,1.77,1.45
hu.jimsoft.eventcountdownwidget,0.64,7.18,9.14,0.77,19.52,2.17,1.41
hv.iphone.lscreen,0.59,7.93,5.04,3.35,15.68,1.73,1.19
imagepro.hdtattoodesignspro,0.95,4.84,3.34,5.39,13.68,2.21,1.42
in.coupondunia.androidapp,0.95,8.79,12.42,16.31,24.84,3.11,1.91
info.androidz.horoscope,0.63,5.40,5.69,7.21,14.82,1.76,1.16
infoscout.shoparoo,0.81,7.84,9.51,7.14,20.01,3.84,2.39
it.mm.android.relaxbeach,0.41,2.11,0.69,0.35,4.04,0.75,0.49
it.mm.android.relaxforest,0.42,2.10,0.58,0.34,3.98,0.77,0.52
it.mm.android.relaxnight,0.39,2.16,0.69,0.35,17.28,0.74,0.49
it.mm.android.relaxrain,0.41,2.23,0.58,0.31,3.86,0.81,0.60
it.vulneraria.diariosegreto,0.75,7.91,11.07,5.15,20.97,2.51,1.60
joelosteen.android.phone.JOMApp,0.55,2.58,2.31,2.10,6.29,1.16,0.87
jp.doumei.ouijaf,0.59,1.87,0.36,0.98,4.36,6.37,4.19
jp.tanyu.SmartAlarmFree,0.45,3.64,1.69,2.71,9.96,0.99,0.68
kr.mog.t_experience,0.89,2.74,1.84,2.49,6.16,1.77,1.25
lmontt.cl,1.96,2.64,1.28,1.13,9.64,1.76,1.43
love.sex.horoscope.daily,0.33,2.60,1.82,0.76,6.28,0.96,0.63
me.pregnancycare.BabyGenderPrediction,0.41,3.91,2.90,1.47,25.60,1.25,0.81
mmapps.mirror.free,0.39,4.58,3.40,2.32,12.77,1.20,0.83
mmapps.mobile.magnifier,0.38,3.57,2.15,2.32,28.53,1.08,0.70
mob.delias,0.27,1.67,1.03,0.42,3.60,0.64,0.38
net.kosev.scoping,0.36,3.90,3.00,0.60,25.15,1.13,0.76
net.milkdrops.beentogether,1.41,11.74,16.22,20.40,84.71,5.32,3.27
net.nakvic.dromoris,1.07,4.39,3.62,7.70,10.45,2.25,1.45
net.pandora,0.62,2.43,1.71,5.02,5.99,1.31,0.85
net.trackview.nv,0.80,8.67,10.18,7.74,22.72,4.26,2.59
net.wepla.StepAndroid,0.59,6.92,9.37,9.11,19.24,2.05,1.34
nnkhanh.dory2nk.freetarot,0.59,8.78,8.49,4.55,17.17,2.06,1.40
org.joycemeyerministries.app,0.71,9.24,9.04,12.29,25.87,3.16,1.79
org.reyfasoft.reinavalera1960,0.63,3.19,2.16,4.11,11.46,2.70,1.73
p46.GPSTracking.Android,0.34,3.23,2.38,0.69,23.17,0.97,0.62
r2i.InTouch.Android,0.37,1.96,1.04,1.98,4.03,0.73,0.53
ru.topot.cleancounter,0.28,1.53,0.73,0.76,3.67,0.63,0.39
smsr.com.cw,1.57,8.73,11.29,10.37,24.59,4.60,2.60
talking.toy.pretty.girl,0.86,5.58,5.86,1.05,13.98,1.68,1.35
ua.maksdenis.timeofbirth,0.37,2.38,1.16,1.53,5.64,0.88,0.56
uk.co.roboticode.prayersandblessings,0.39,4.46,3.74,3.20,12.51,1.18,0.79
air.Chat.org,0.36,6.72,3.56,0.59,12.75,1.19,0.78
air.chatmeet.beta,0.47,1.26,0.27,1.57,3.41,4.82,3.02
air.com.artesophy.likemeglobal,0.78,1.74,1.02,3.21,4.57,5.94,3.84
air.com.freshplanet.apps.HelloPop,1.11,4.46,4.32,10.00,10.76,6.31,3.94
air.com.myheritage.mobile,1.03,2.30,2.32,3.20,5.69,5.49,3.58
air.com.peopleroulette.mobile,0.77,1.55,0.55,2.38,3.90,5.45,3.45
air.com.roulette.LiveChatRoulette,0.59,2.52,0.94,3.85,24.42,5.50,3.45
air.com.stardoll.access,0.59,1.72,0.50,1.81,16.83,5.20,3.27
air.com.tinychat.mobile,0.65,1.25,0.33,1.67,3.25,5.57,3.52
air.com.videoDatingChat,0.58,2.40,0.85,3.25,22.83,5.30,3.27
air.MetaTech.weCupid,0.77,1.59,1.00,3.49,3.83,5.34,3.42
app24600.vinebre,0.48,5.94,6.62,6.30,17.86,1.65,1.10
apps.sonic.chatme.android,0.55,2.61,2.34,1.20,6.82,0.94,0.64
asp.emoticons.app,1.70,5.86,5.74,1.90,16.28,4.26,2.23
bdff.mobileapp,0.67,2.47,1.57,1.54,6.08,0.83,0.64
browsermobile.internet.webexplorer,0.31,1.33,0.53,2.32,3.25,0.61,0.37
cdff.mobileapp,0.66,2.50,1.51,1.55,6.18,0.83,0.66
ch.dlpdb.getmods,0.28,2.02,1.31,1.78,5.23,0.70,0.44
co.hinge.mobile.android,0.96,9.45,12.05,24.90,24.50,3.66,2.29
co.uk.qsoft.gaydar,1.32,10.84,14.20,15.60,42.14,6.47,3.80
co.vine.android,1.82,9.48,9.12,6.65,24.99,7.54,4.64
co.wakarimasen.ceredux,0.67,4.69,5.33,3.81,11.95,1.67,1.13
com.acstech.thecityv1,0.80,8.54,6.13,18.96,15.30,2.38,1.46
com.afanche.android.LocalSingles,0.24,0.99,0.12,0.51,2.77,0.55,0.28
com.albocal.faketosnapchat,0.36,3.17,1.88,0.51,10.80,0.92,0.64
com.alex.mms.com.android.mms,0.78,2.82,1.71,0.52,6.84,1.19,0.82
com.aminprojects.friends_spy,0.39,4.38,4.62,2.37,12.83,1.28,0.88
com.androdb.fastlitefb,0.59,5.30,5.57,2.96,15.39,1.69,1.09
com.andromo.dev266856.app317663,0.66,4.30,3.16,3.05,12.90,1.43,1.08
com.andromo.dev266856.app349450,0.81,4.11,3.69,3.30,11.44,1.42,0.96
com.andromo.dev89374.app353370,0.64,3.95,2.57,3.11,12.20,1.42,0.97
com.answers.android,0.87,12.18,15.98,14.60,73.15,3.54,2.21
com.antz.anniverz.loverscounter.free,0.47,1.95,1.28,4.71,4.21,0.87,0.62
com.app.icrushiflushapp,0.83,4.25,4.04,7.75,9.92,2.05,1.35
com.appdrive.keepcalm,0.54,7.07,7.76,7.84,18.95,2.05,1.32
com.appial.j.ba,0.42,5.76,7.17,0.46,15.44,1.45,0.98
com.appriss.mobilepatrol,0.88,7.17,7.89,11.45,19.46,2.59,1.57
com.appspot.scruffapp,1.54,10.02,12.29,16.05,36.77,3.84,2.38
com.appspot.swisscodemonkeys.greeting,0.56, 4.57,3.82,6.94,12.45,1.46,0.98
com.appspot.swisscodemonkeys.love,0.66,6.00,6.18,11.24,16.87,1.79,1.21
com.appzcloud.colorsms,0.67,4.81,4.38,1.03,14.43,2.96,1.85
com.asiandate,1.01, 9.01,8.87,15.50,20.12,3.13,1.76
com.askfm,0.70, 9.76,12.95,16.46,29.90,3.03,1.93
com.atomic.apps.facebook.statuses,0.42,2.31,0.74,0.54,17.81,0.71,0.50
com.auto.like.forfacebook.ippolite.lite,0.33,3.21,1.97,2.87,10.60,1.02,0.69
com.avg.privacyfix,0.83,4.84,4.36,5.31,14.86,2.18,1.45
com.banjo.android,1.14,10.49,15.57,10.78,27.97,4.16,2.61
com.bearch.unseen,0.83,7.04,7.15,10.30,17.43,4.43,2.86
com.bearwww2.android,0.67,7.22,8.17,2.91,19.42,2.24,1.42
com.beeradvocate.distribution,0.37,2.65,1.10,1.70,5.68,0.81,0.53
com.behance.behance,0.97,9.11,11.67,9.44,24.08,3.38,1.96
com.benderapp.brenda,0.82,6.20,5.27,9.15,17.67,2.20,1.48
com.bepop.bepop,0.75,6.27,7.06,15.49,14.20,2.14,1.43
com.betterworld.blushr,0.56,2.56,1.65,1.61,6.12,1.10,0.83
com.bgclive,1.19,7.28,6.50,12.20,36.63,2.77,1.68
com.bilal.whoviwedmyprofile,0.35,3.42,2.54,2.96,7.04,0.97,0.64
com.bilal.whoviwedmyprofile_paid,0.37,2.50,1.19,1.24,5.65,0.88,0.59
com.black4whitedating.app,0.26,0.99,0.19,0.41,2.97,0.57,0.35
com.blackplanet,0.55,3.62,2.93,6.85,8.04,1.29,0.87
com.broakenmedia.kfriendfinder,0.91,9.47,14.96,14.05,26.17,3.16,2.03
com.bt.myomegle,0.62, 8.51,11.56,11.61,23.29,2.57,1.59
com.buddypoke.buddypoke,0.63,5.29,3.27,6.85,14.62,4.57,3.27
com.camshare.camfrog.android,1.01, 8.99,9.11,14.44,23.20,4.22,2.78
com.cartoon.du.style,0.58,2.96,2.47,4.50,6.93,2.11,1.46
com.centroidmedia.wow,0.35,1.55,0.81,2.04,3.62,0.71,0.48
com.cerminara.yazzy,0.90,7.58,9.73,2.61,19.93,2.79,1.78
com.chatforsnapchat,0.60,8.83,9.86,13.80,21.80,2.34,1.52
com.chathour.android,0.50,3.70,2.76,0.31,10.76,1.16,0.81
com.chatimity.android.chatimity,0.94,6.46,7.52,7.71,17.35,2.42,1.63
com.chatous.chatous,1.95,9.20,10.88,15.96,24.23,4.78,2.76
com.cheatingspousetrackerapp,0.32,1.35,0.52,1.90,3.48,0.59,0.39
com.checkthis.frontback,0.76,8.31,10.26,16.06,34.56,2.62,1.63
com.choiceoflove.dating,1.32,8.03,10.34,9.50,21.56,4.18,2.43
com.client.android.ec.cloudy,0.80,2.75,1.84,3.16,6.21,1.46,0.94
com.club.chat.app3.clean,0.36,4.62,6.20,0.94,13.00,1.28,0.88
com.co_mm,1.67,7.80,11.74,18.20,36.08,4.15,2.49
com.confitech.hook_phone,0.59,3.46,3.68,5.15,7.26,1.35,0.95
com.cpdehli.Sneeki,0.66,6.15,6.29,8.15,15.12,4.12,2.68
com.crazysoftech.smsmessages,0.53,4.00,2.51,4.19,11.74,1.86,1.27
com.cupidschat,0.64,8.69,9.69,13.75,21.79,2.43,1.54
com.dailyappshub.stickers,0.27,2.73,1.43,0.67,9.95,0.85,0.54
com.danvelazco.fbwrapper,0.27,2.34,1.74,1.05,5.48,0.74,0.48
com.dapps.instagramfollowers,0.42,3.01,2.30,1.23,6.59,1.02,0.67
com.dashedspace.followers,0.69,5.59,6.05,6.29,16.08,1.95,1.23
com.dashedspace.getfollowers.twitter,0.73,6.31,6.71,8.56,16.69,2.01,1.30
com.datingflirty,1.53,8.91,9.83,13.20,18.72,3.72,2.18
com.datinglands.fetlife,0.64,4.35,3.32,3.35,12.76,1.48,1.01
com.decoders.love.emoji,0.56,5.41,6.90,2.31,16.30,1.80,1.16
com.definitionstudio.beercitizen,0.37,1.76,0.48,0.40,3.73,0.73,0.53
com.dejami.WedPics,1.36,11.49,16.51,26.21,65.80,3.87,2.41
com.destinymatchmaking,0.77,7.82,10.76,11.20,21.44,2.58,1.65
com.digifunstudios.instafollowbooster,0.57,2.55,2.17,1.19,5.90,1.77,1.17
com.digifunstudios.vinefollow,0.31,1.70,0.77,0.96,3.91,1.38,0.87
com.digiset.getinstagramcomments.app,0.56,6.88,4.08,6.45,10.40,1.71,1.16
com.digiset.getinstagramfamous.app,0.54,3.45,3.79,6.91,7.86,1.58,1.00
com.digiset.getinstagramfollowers.app,0.56,3.52,4.13,6.71,7.76,1.55,1.06
com.digiset.getinstagramlikes.app,0.56,4.27,4.76,6.52,10.49,1.82,1.12
com.dip.smscollection,0.59,4.17,2.98,0.44,12.26,1.61,0.94
com.discovercircle10,0.59,9.20,11.61,12.56,25.13,2.58,1.74
com.dormchat,1.24,9.33,12.27,14.10,27.09,3.73,2.18
com.dreamappslk.facebooklockeddpspy,0.59,8.94,9.46,1.94,20.40,2.03,1.37
com.dreamstep.tasonline,0.39,3.33,2.12,1.91,12.01,1.04,0.71
com.droidchatroom.messengerapp,1.17,7.48,8.16,11.24,20.21,3.46,1.97
com.echofon,1.08,10.10,12.19,8.96,27.31,3.67,2.12
com.edgewalk.annabel,1.10,4.68,4.60,5.17,13.11,2.33,1.46
com.efinite.marrychristmas,0.68,6.20,8.04,0.66,18.53,2.64,1.43
com.eharmony,1.03,10.11,13.17,18.34,28.65,4.14,2.60
com.emogoth.android.phone.mimi,0.88,7.16,8.02,9.65,18.98,2.53,1.59
com.emoji.androidl.keyboard,0.80,4.19,2.81,0.66,11.21,2.86,1.89
com.emoji.Smart.ColorEmoji,0.57,1.50,0.63,0.53,3.99,0.94,0.64
com.emoji.Smart.Keyboard,0.56,2.45,2.71,0.52,5.59,1.11,0.74
com.enflick.android.TextNow,1.57,9.60,11.91,20.11,29.42,9.24,5.52
com.evac.tsu,1.26,11.52,13.17,14.30,55.96,6.20,3.76
com.evow.android,0.78,9.39,5.35,8.50,13.72,2.01,1.32
com.explore.web.browser,0.33,2.78,1.97,5.33,19.88,0.86,0.58
com.facebook.slingshot,1.08,3.67,4.36,13.55,9.24,1.60,1.16
com.FacebookLeaversApp,0.31,1.94,1.08,2.23,4.36,0.72,0.49
com.farmersonly.android,0.51,4.30,3.35,5.94,10.36,1.37,0.91
com.find.dates.local.nearby,0.40,7.95,8.91,2.65,20.69,2.03,1.34
com.flikdate.android,1.36,10.22,11.63,18.45,30.94,4.94,3.15
com.flitto.app,0.99,9.91,10.43,16.35,24.70,3.32,2.10
com.foba.omegle,0.58,6.63,8.44,4.74,18.43,2.01,1.33
com.followmania,0.44,2.73,2.08,5.19,6.78,1.03,0.67
com.foursquare.robin,1.27, 8.91,11.11,18.06,18.78,3.13,2.03
com.free.videocalling.live,0.64,5.98,7.07,4.37,33.57,2.80,1.75
com.freshsqueezedapps.getinstalikes,0.68,8.68,11.03,10.34,22.93,2.55,1.60
com.friendsfinder.chat,1.20,7.06,8.17,3.34,16.97,2.20,1.53
com.fsch.truthordare,0.35,3.02,1.27,0.34,10.62,0.99,0.64
com.fubar.mobile,0.90,8.10,9.31,6.80,21.51,2.55,1.71
com.fuse.android,1.42,7.52,9.47,11.48,20.22,3.03,1.92
com.futurebits.followertracker,0.61,4.57,5.72,10.10,10.86,2.27,1.53
com.futurebits.instamessage.free,1.21,4.86,6.34,15.15,11.32,2.48,1.72
com.g123,1.08,8.80,9.13,11.15,21.20,2.97,1.84
com.gamesmouse.followersboom,0.39,3.28,1.73,1.31,10.87,0.98,0.67
com.gamesmouse.likeboom,0.36,3.71,1.64,2.55,5.83,0.82,0.56
com.gf.getfollowers,0.45,4.17,4.94,5.79,10.15,1.53,1.02
com.giannz.photodownloader,0.66,5.32,6.41,4.86,15.08,1.79,1.15
com.Giftster.Giftster,0.93,1.49,0.47,1.32,3.97,1.25,0.98
com.glympse.android.glympse,1.19,10.60,14.57,9.29,61.24,3.81,2.21
com.GoFundMe.GoFundMe,0.63,2.52,2.31,3.65,5.88,0.90,0.70
com.google.android.apps.blogger,0.80,11.16,15.62,5.84,39.48,3.35,2.17
com.grinapps.GetComments,1.07,9.80,11.98,7.19,24.97,8.03,5.10
com.grinapps.getlikesandcomments,1.18,9.45,12.46,9.24,26.25,9.93,6.28
com.grinapps.instafollowers,1.14,9.52,11.54,9.39,22.66,9.64,6.12
com.grokiolabs.Chasabl,1.41,8.67,10.96,7.50,19.83,20.91,15.03
com.guiang.chatapp,1.81,7.72,9.33,6.65,18.77,2.32,1.46
com.hainan.emoji,0.54,5.79,6.49,0.67,15.71,1.77,1.19
com.hi5.app,1.22, 10.67,8.79,29.15,40.52,3.78,2.36
com.hmstudiodesign.likegram.app,0.61,4.44,4.25,8.46,10.86,1.73,1.16
com.hootsuite.droid.full,1.34,9.82,12.91,25.11,20.91,3.96,2.45
com.howaboutwe.singles,1.06,9.64,11.75,12.45,23.58,3.46,2.06
com.hungknorton.getfollow,0.39,3.93,2.69,7.21,7.95,1.02,0.72
com.icebreakrr.icebreakrr,0.61,12.11,8.43,9.06,17.70,2.03,1.39
com.icestone.emojikeyboard_whatsapp_Facebook,0.79,4.36,3.50,0.65,12.62,2.83,1.85
com.ideawire.petsie.dogbreeds,0.37,2.34,1.48,1.90,9.21,0.89,0.56
com.immomo.momo,1.92,0.53,0.02,0.36,2.45,2.90,1.76
com.imvu.imvu2go,0.70,5.67,5.32,10.26,14.44,1.86,1.25
com.imvu.mobilecordova,1.09,3.41,3.49,7.85,8.20,19.46,12.46
com.indiedroidrevolution.emojicreator.free,1.03,2.57,1.60,4.20,6.17,1.93,1.27
com.infiniti.photos,0.69,7.10,8.93,2.99,18.97,2.33,1.47
com.innovatty.followersplus,0.34,2.22,0.46,0.59,20.88,0.77,0.53
com.inslike4like.getlk4lk,0.59,7.13,8.29,2.91,18.19,1.97,1.32
com.instabridge.android,1.96,8.28,10.62,22.53,21.19,3.53,2.18
com.instafollowers.app,0.33,2.85,1.93,2.45,6.55,0.93,0.61
com.instagram.android,1.63,7.21,9.93,25.73,16.10,6.69,4.48
com.instapray,1.34,10.77,13.97,20.66,45.56,4.35,2.57
com.interracialsinglesplace.app,0.25,0.37,0.03,0.35,2.42,0.49,0.28
com.ipart.android,1.05,10.41,12.23,13.35,40.57,3.61,2.20
com.itonline.anastasiadate,1.07, 7.64,11.65,19.64,17.76,3.01,1.99
com.izimobile.gifgifgif,0.68,8.45,10.92,3.59,21.42,2.38,1.57
com.jagex.RSCompanion,0.55,2.34,1.66,2.59,5.95,0.96,0.66
com.jaumo,1.60, 9.86,12.63,17.84,25.97,4.46,2.57
com.jham.happybirthday,0.49,3.32,2.10,1.72,11.83,1.13,0.76
com.jlinstlik.jlinstlik,0.61,6.38,7.77,2.99,18.10,1.98,1.33
com.jlinstlik2.jlinstlik2,0.61,7.11,9.00,2.71,18.57,1.96,1.32
com.joysoft.peekme,0.39,3.45,3.16,0.95,7.76,1.01,0.67
com.justunfollow.android,0.84,8.89,12.34,2.59,21.60,2.86,1.83
com.justyo,0.54,8.04,9.41,6.72,19.29,2.04,1.39
com.kanjoya.experienceproject,0.62,7.64,8.60,4.85,19.42,2.16,1.42
com.keremcomak.instatistic,0.56,4.16,2.88,3.38,12.47,1.32,0.93
com.kkm27.socialmedia,0.57,9.20,8.47,0.66,18.25,1.98,1.33
com.klout.android.moose,1.82,9.81,10.21,14.55,17.04,3.46,2.17
com.kornwiput.emotionstickersforsocial,0.30,2.78,1.73,0.41,10.62,0.88,0.60
com.krazymobile.emojismartkeyboard,0.56,2.23,1.66,0.55,5.57,1.10,0.77
com.lettrs.lettrs2,1.05,7.07,7.75,14.75,17.67,2.90,1.78
com.leyiapps.instarepost,0.44,5.23,4.27,2.49,14.07,1.27,0.86
com.likerush.like,0.75,6.10,6.90,15.80,14.65,2.37,1.42
com.likespro.likes,0.96,4.62,5.46,8.10,11.00,2.21,1.39
com.linkedin.android,2.44,10.23,12.96,10.26,30.87,5.85,3.14
com.liquable.nemo,1.68,10.15,14.17,31.86,31.58,6.05,3.21
com.livejournal.android,0.94,10.95,16.10,10.89,35.37,3.66,2.36
com.livesafe.activities,0.92,4.38,5.05,7.71,23.98,1.92,1.26
com.local.mobi.date.app,1.02,7.22,8.78,6.35,18.92,2.75,1.79
com.loneware.apps.callsimulator,0.63,9.93,8.62,0.88,17.97,2.00,1.35
com.loudtalks,1.18,7.88,6.77,12.54,30.32,3.25,2.09
com.luluvise.android,1.76,11.23,17.12,20.25,30.29,4.72,2.87
com.luxy,0.61,7.92,8.27,7.26,19.08,2.26,1.50
com.maddesa.dead2me,1.13,3.30,2.28,4.85,7.65,1.40,1.05
com.magicjack,0.80,5.33,5.28,8.08,14.47,4.86,3.13
com.magnificentbutterfly.retrica,0.32,3.98,3.51,1.21,25.84,1.10,0.72
com.majicapps.friendtracker,0.34,3.50,2.12,3.34,11.07,1.08,0.72
com.mandicmagic.android,0.87,5.89,6.22,7.75,31.59,2.45,1.51
com.marcow.birthdaylist,0.64,3.34,3.13,6.27,7.45,1.37,0.91
com.match.android.matchmobile,1.22,10.50,12.42,8.99,30.01,4.18,2.45
com.mate1.DatingApp,0.69,6.23,5.47,3.15,16.10,1.84,1.27
com.meetme.android.activities,1.09,10.16,14.01,15.50,36.13,3.30,2.12
com.meetme.choosy,1.17,6.11,6.72,8.85,29.12,2.04,1.43
com.meetville.meetville,0.87,11.00,14.37,18.96,48.67,3.50,2.21
com.micla.all.social,0.92, 10.30,10.67,14.79,34.92,2.79,1.91
com.militarysinglesplace.app,0.24,0.39,0.01,0.37,2.30,0.49,0.29
com.minus.android,2.40,9.90,11.53,9.55,40.40,7.35,4.35
com.mobgen.colortext,0.43,2.65,1.81,4.51,6.33,1.22,0.81
com.mobilexlabs.followbooster,0.60,8.36,8.03,10.40,18.29,3.49,2.28
com.mobim8.flirtm8,0.33,1.30,0.29,0.43,3.43,0.85,0.57
com.mobisters.textart.free,0.65, 5.62,4.22,8.66,11.49,2.13,1.41
com.monotype.android.font.flipfont.develop.emojifont,0.48,3.00,2.42,2.66,6.77,1.12,0.74
com.mylikes.likes,1.46,11.23,13.02,19.51,37.09,3.80,2.34
com.mywickr.wickr2,1.92,10.16,14.14,14.86,25.52,9.20,5.73
com.namad.infollowers,0.61,4.26,2.69,3.25,12.12,1.49,1.00
com.nbdapps.instamessage,0.87,2.42,1.58,4.25,6.30,2.87,2.11
com.ndcubed.Omegler,0.38,1.51,0.44,1.41,3.33,0.75,0.54
com.nextdoor,1.91,8.05,7.91,24.80,19.54,3.58,2.07
com.nhn.android.band,2.25,9.17,10.73,8.74,21.96,4.36,2.58
com.nicercallanyphone,0.78,2.09,0.89,3.95,5.89,2.42,1.57
com.nixpa.kik.video,0.35,2.39,2.01,1.61,6.20,0.83,0.54
com.nliteapps.findmyfriends,1.64,9.78,12.31,13.94,25.71,3.52,2.19
com.nowasys.download.facebook.photos,0.43,5.84,7.83,1.10,15.13,1.51,1.00
com.okcupid.okcupid,0.79,4.66,4.51,6.22,10.93,1.81,1.18
com.okhello.typhoid.release,0.68,9.36,9.17,20.75,20.58,3.01,1.90
com.opengarden.firechat,0.61,3.32,3.10,4.55,7.95,1.34,0.92
com.opinionaided,0.85,9.69,10.88,16.99,23.46,3.05,1.91
com.paltalk.chat.android,1.20,9.87,11.36,13.25,38.36,4.60,2.75
com.peekatucorp.peekatu,0.71,8.46,11.39,4.70,21.28,2.49,1.64
com.peoplespy,0.54,2.92,2.44,3.44,7.32,1.18,0.80
com.peter.animation,0.83,2.30,0.71,0.60,9.18,1.61,1.09
com.peter.images,0.73,2.23,0.50,0.55,21.72,1.22,0.93
com.pheed.android,1.49,9.25,7.71,12.90,20.64,3.55,2.09
com.phonesplayer.share.lovephrases,0.69,7.53,9.72,2.49,19.23,2.31,1.55
com.pinquotes,0.35,3.96,3.08,3.20,12.07,1.39,0.90
com.pinterest,1.11,10.56,12.46,23.06,36.71,4.06,2.33
com.plantpurple.emojidom,1.32,7.60,7.88,9.35,18.65,3.31,2.10
com.plantpurple.emojidommaker,1.13,6.39,6.32,11.35,16.96,2.54,1.77
com.polarnego.android.instaG,0.40,3.80,3.12,0.15,10.98,1.04,0.73
com.pomo.android.friendchecker,0.31,2.90,1.44,1.75,10.36,0.93,0.60
com.pompeiicity.magictext,0.72,2.61,1.23,5.05,5.99,1.26,0.80
